strain	accession	strain_name	date	host	country	virus	subtype	type	sequence_locus
nl63/KF530104/NL63/human/USA/904_20/1990/1990	KF530104	NL63/human/USA/904_20/1990	1990-04-26	Human	USA	Human_coronavirus_NL63	nl63	alpha	full
nl63/KF530113/NL63/human/USA/905_25/1990/1990	KF530113	NL63/human/USA/905_25/1990	1990-05-29	Human	USA	Human_coronavirus_NL63	nl63	alpha	full
nl63/KF530107/NL63/human/USA/911_56/1991/1991	KF530107	NL63/human/USA/911_56/1991	1991-01-24	Human	USA	Human_coronavirus_NL63	nl63	alpha	full
nl63/JX504050/NL63/RPTEC/2004/2004	JX504050	NL63/RPTEC/2004	2004-XX-XX	Human	USA	Human_coronavirus_NL63	nl63	alpha	full
nl63/KT381875/NL63/UF_1/2015/2015	KT381875	NL63/UF_1/2015	2015-XX-XX	Human	USA	Human_coronavirus_NL63	nl63	alpha	full
nl63/KU521535/NL63/UF_2/2015/2015	KU521535	NL63/UF_2/2015	2015-09-01	Human	USA	Human_coronavirus_NL63	nl63	alpha	full
nl63/KX179500/NL63/UF_2/2015/2015	KX179500	NL63/UF_2/2015	2015-09-XX	Human	USA	Human_coronavirus_NL63	nl63	alpha	full
nl63/MN026166/NL63_KLF_01_2018/2018	MN026166	NL63_KLF_01_2018	2018-01-29	Human	Kenya	Human_coronavirus_NL63	nl63	alpha	full
nl63/KJ768642/NL64/2012	KJ768642	NL64	2012-01-04	Human	Ghana	Human_coronavirus_NL63	nl63	alpha	full
nl63/HM130751/PUMCH1053/2005	HM130751	PUMCH1053	2005-12-21	Human	China	Human_coronavirus_NL63	nl63	alpha	full
nl63/HM130752/PUMCH3562/2006	HM130752	PUMCH3562	2006-09-27	Human	China	Human_coronavirus_NL63	nl63	alpha	full
nl63/HM130753/PUMCH3858/2006	HM130753	PUMCH3858	2006-11-05	Human	China	Human_coronavirus_NL63	nl63	alpha	full
nl63/HM130754/PUMCH5905/2007	HM130754	PUMCH5905	2007-08-11	Human	China	Human_coronavirus_NL63	nl63	alpha	full
nl63/HM130755/PUMCH6159/2007	HM130755	PUMCH6159	2007-09-23	Human	China	Human_coronavirus_NL63	nl63	alpha	full
nl63/HM130756/PUMCH6261/2007	HM130756	PUMCH6261	2007-10-21	Human	China	Human_coronavirus_NL63	nl63	alpha	full
nl63/HM130757/PUMCH6267/2007	HM130757	PUMCH6267	2007-10-22	Human	China	Human_coronavirus_NL63	nl63	alpha	full
nl63/HM130750/PUMCH868/2005	HM130750	PUMCH868	2005-10-08	Human	China	Human_coronavirus_NL63	nl63	alpha	full
nl63/KC294433/SH_7/2012	KC294433	SH_7	2012-XX-XX	Human	China	Human_coronavirus_NL63	nl63	alpha	full
nl63/KF668029/sloNL63_1/2010	KF668029	sloNL63_1	2010-03-11	Human	Slovenia	Human_coronavirus_NL63	nl63	alpha	full
nl63/KM077089/TN01_11_25/NA	KM077089	TN01_11_25	NA	Human	USA	Human_coronavirus_NL63	nl63	alpha	full
nl63/KM077078/TN01_2_31/NA	KM077078	TN01_2_31	NA	Human	USA	Human_coronavirus_NL63	nl63	alpha	full
nl63/KM077088/TN83_8_9/NA	KM077088	TN83_8_9	NA	Human	USA	Human_coronavirus_NL63	nl63	alpha	full
nl63/KM077087/TN87_12_17/NA	KM077087	TN87_12_17	NA	Human	USA	Human_coronavirus_NL63	nl63	alpha	full
nl63/KM077082/TN89_1_4/NA	KM077082	TN89_1_4	NA	Human	USA	Human_coronavirus_NL63	nl63	alpha	full
nl63/KM077084/TN89_1_6/NA	KM077084	TN89_1_6	NA	Human	USA	Human_coronavirus_NL63	nl63	alpha	full
nl63/KM077085/TN90_1_24/NA	KM077085	TN90_1_24	NA	Human	USA	Human_coronavirus_NL63	nl63	alpha	full
nl63/KM077081/TN90_3_28/NA	KM077081	TN90_3_28	NA	Human	USA	Human_coronavirus_NL63	nl63	alpha	full
nl63/KM077083/TN90_4_20/NA	KM077083	TN90_4_20	NA	Human	USA	Human_coronavirus_NL63	nl63	alpha	full
nl63/KM077080/TN90_5_25/NA	KM077080	TN90_5_25	NA	Human	USA	Human_coronavirus_NL63	nl63	alpha	full
nl63/KM077093/TN91_1_17/NA	KM077093	TN91_1_17	NA	Human	USA	Human_coronavirus_NL63	nl63	alpha	full
nl63/KM077077/TN91_1_56/NA	KM077077	TN91_1_56	NA	Human	USA	Human_coronavirus_NL63	nl63	alpha	full
nl63/KM077072/TN91_12_96/NA	KM077072	TN91_12_96	NA	Human	USA	Human_coronavirus_NL63	nl63	alpha	full
nl63/KM077086/TN92_5_25/NA	KM077086	TN92_5_25	NA	Human	USA	Human_coronavirus_NL63	nl63	alpha	full
nl63/KM077073/TN92_5_5/NA	KM077073	TN92_5_5	NA	Human	USA	Human_coronavirus_NL63	nl63	alpha	full
nl63/KM077074/TN93_10_23/NA	KM077074	TN93_10_23	NA	Human	USA	Human_coronavirus_NL63	nl63	alpha	full
nl63/KM077092/TN93_11_36/NA	KM077092	TN93_11_36	NA	Human	USA	Human_coronavirus_NL63	nl63	alpha	full
nl63/KM077091/TN95_1_23/NA	KM077091	TN95_1_23	NA	Human	USA	Human_coronavirus_NL63	nl63	alpha	full
nl63/KM077076/TN96_1_21/NA	KM077076	TN96_1_21	NA	Human	USA	Human_coronavirus_NL63	nl63	alpha	full
nl63/KM077075/TN96_1_29/NA	KM077075	TN96_1_29	NA	Human	USA	Human_coronavirus_NL63	nl63	alpha	full
nl63/KM077090/TN97_2_22/NA	KM077090	TN97_2_22	NA	Human	USA	Human_coronavirus_NL63	nl63	alpha	full
nl63/KM077079/TN99_2_46/NA	KM077079	TN99_2_46	NA	Human	USA	Human_coronavirus_NL63	nl63	alpha	full
nl63/EU189114/ZA08_04/NA	EU189114	ZA08_04	NA	Human	NA	Human_coronavirus_NL63	nl63	alpha	full
nl63/EU189113/ZA85_05/NA	EU189113	ZA85_05	NA	Human	NA	Human_coronavirus_NL63	nl63	alpha	full
nl63/JN251784/hCoV/NL63/VFC10/BRA/2006/2006	JN251784	hCoV/NL63/VFC10/BRA/2006	2006-XX-XX	Human	Brazil	unidentified_human_coronavirus	nl63	alpha	full
nl63/JN251793/hCoV/NL63/VFC135/BRA/2007/2007	JN251793	hCoV/NL63/VFC135/BRA/2007	2007-XX-XX	Human	Brazil	unidentified_human_coronavirus	nl63	alpha	full
nl63/JN251786/hCoV/NL63/VFC19/BRA/2006/2006	JN251786	hCoV/NL63/VFC19/BRA/2006	2006-XX-XX	Human	Brazil	unidentified_human_coronavirus	nl63	alpha	full
nl63/JN251799/hCoV/NL63/VFC370/BRA/2007/2007	JN251799	hCoV/NL63/VFC370/BRA/2007	2007-XX-XX	Human	Brazil	unidentified_human_coronavirus	nl63	alpha	full
nl63/JN251788/hCoV/NL63/VFC43/BRA/2006/2006	JN251788	hCoV/NL63/VFC43/BRA/2006	2006-XX-XX	Human	Brazil	unidentified_human_coronavirus	nl63	alpha	full
nl63/JN251789/hCoV/NL63/VFC55/BRA/2006/2006	JN251789	hCoV/NL63/VFC55/BRA/2006	2006-XX-XX	Human	Brazil	unidentified_human_coronavirus	nl63	alpha	full
nl63/JN251790/hCoV/NL63/VFC57/BRA/2006/2006	JN251790	hCoV/NL63/VFC57/BRA/2006	2006-XX-XX	Human	Brazil	unidentified_human_coronavirus	nl63	alpha	full
nl63/JN251791/hCoV/NL63/VFC65/BRA/2006/2006	JN251791	hCoV/NL63/VFC65/BRA/2006	2006-XX-XX	Human	Brazil	unidentified_human_coronavirus	nl63	alpha	full
nl63/MF996621/NL63/2014	MF996621	NL63	2014-XX-XX	Human	China	unidentified_human_coronavirus	nl63	alpha	full
nl63/MF996622/NL63/2014	MF996622	NL63	2014-XX-XX	Human	China	unidentified_human_coronavirus	nl63	alpha	full
nl63/MF996623/NL63/2014	MF996623	NL63	2014-XX-XX	Human	China	unidentified_human_coronavirus	nl63	alpha	full
nl63/MF996624/NL63/2015	MF996624	NL63	2015-XX-XX	Human	China	unidentified_human_coronavirus	nl63	alpha	full
nl63/MF996660/NL63/2014	MF996660	NL63	2014-XX-XX	Human	China	unidentified_human_coronavirus	nl63	alpha	full
nl63/MF996661/NL63/2015	MF996661	NL63	2015-XX-XX	Human	China	unidentified_human_coronavirus	nl63	alpha	full
nl63/MF996662/NL63/2014	MF996662	NL63	2014-XX-XX	Human	China	unidentified_human_coronavirus	nl63	alpha	full
nl63/MF996663/NL63/2014	MF996663	NL63	2014-XX-XX	Human	China	unidentified_human_coronavirus	nl63	alpha	full
nl63/NC_036584/NL63/2014	NC_036584	NL63	2014-XX-XX	Human	China	unidentified_human_coronavirus	nl63	alpha	full
